"Category","Item","Retailer","Shelf_Price","Price_per_unit","Unit","Date"
"Grapes","Sainsbury's Organic White Grapes ","Sainsburys",2.5,6.25,"Kg",2019-01-14
"Grapes","Sainsbury's Taste the Difference Vitoria Grape ","Sainsburys",2.5,6.25,"Kg",2019-01-14
"Grapes","Sainsbury's Taste the Difference Limited Edition Grapes ","Sainsburys",2.5,6.25,"Kg",2019-01-14
"Grapes","Sainsbury's Taste the Difference Muscat Grapes ","Sainsburys",2.5,6.25,"Kg",2019-01-14
"Grapes","Tesco Suntrail Farms Grapes ","Tesco",1.25,2.5,"Kg",2019-01-14
"Grapes","Tesco Red Seedless Grapes ","Tesco",2,4,"Kg",2019-01-14
"Grapes","Tesco Green Seedless Grapes ","Tesco",2,4,"Kg",2019-01-14
"Grapes","Tesco Seedless Grape Selection ","Tesco",2,4,"Kg",2019-01-14
"Grapes","Tesco Seedless Black Grapes ","Tesco",2,4,"Kg",2019-01-14
"Grapes","Tesco Green Seedless Grapes ","Tesco",2,4,"Kg",2019-01-14
"Grapes","Tesco Red Seedless Grapes ","Tesco",2,4,"Kg",2019-01-14
"Grapes","Tesco Grape Snack Pack ","Tesco",0.5,6.25,"Kg",2019-01-14
"Grapes","Tesco Grape Snack Pot ","Tesco",1,7.69,"Kg",2019-01-14
"Melons","ASDA Grower's Selection Cantaloupe Melon","ASDA",1.79,1.79,"Each",2019-01-14
"Melons","ASDA Grower's Selection Galia Melon","ASDA",1.79,1.79,"Each",2019-01-14
"Melons","ASDA Grower's Selection Yellow Honeydew Melon","ASDA",1.79,1.79,"Each",2019-01-14
"Melons","ASDA Grower's Selection Watermelon","ASDA",2.89,2.89,"Each",2019-01-14
"Melons","Iceland Honeydew Melon","Iceland",2,2,"Each",2019-01-14
"Melons","Honeydew Melon","Lidl",1.45,1.45,"Each",2019-01-14
"Melons","Cantaloupe / Galia Melon","Lidl",1.75,1.75,"Each",2019-01-14
"Melons","Morrisons Honeydew Melon","Morrisons",2,2,"Each",2019-01-14
"Melons","Morrisons Whole Galia Melon","Morrisons",1.84,1.84,"Each",2019-01-14
"Melons","Morrisons Whole Cantaloupe Melon","Morrisons",2,2,"Each",2019-01-14
"Melons","Morrisons Piel de Sapo Melon","Morrisons",2.43,2.43,"Each",2019-01-14
"Melons","Morrisons Watermelon","Morrisons",3.27,3.27,"Each",2019-01-14
"Melons","Ocado Cantaloupe Melon","Ocado",1.8,1.8,"Each",2019-01-14
"Melons","Waitrose Cantaloupe Melon","Ocado",2,2,"Each",2019-01-14
"Melons","Ocado Honeydew Melon","Ocado",1.8,1.8,"Each",2019-01-14
"Melons","Ocado Galia Melon","Ocado",1.8,1.8,"Each",2019-01-14
"Melons","Essential Waitrose Galia Melon","Ocado",1.89,1.89,"Each",2019-01-14
"Melons","Waitrose 1 Matice Melon","Ocado",2.99,2.99,"Each",2019-01-14
"Melons","Essential Waitrose Extra Sweet Honeydew Melon","Ocado",1.89,1.89,"Each",2019-01-14
"Melons","Waitrose Large Extra Sweet Honeydew Melon","Ocado",2.49,1.99,"Each",2019-01-14
"Melons","Waitrose Ripe Piel de Sapo Melon","Ocado",2.4,2.4,"Each",2019-01-14
"Melons","Waitrose Perfectly Ripe Mini Watermelon","Ocado",2.85,2.85,"Each",2019-01-14
"Melons","Waitrose Extra Large Watermelon","Ocado",3.6,3.6,"Each",2019-01-14
"Melons","Ocado Watermelon","Ocado",2.79,2.79,"Each",2019-01-14
"Melons","Sainsbury's Cantaloupe Melon","Sainsburys",1.8,1.8,"Each",2019-01-14
"Melons","Sainsbury's Medium Honeydew Melon","Sainsburys",1.8,1.5,"Each",2019-01-14
"Melons","Sainsbury's Medium Galia Melon","Sainsburys",1.8,1.8,"Each",2019-01-14
"Melons","Sainsbury's Watermelon","Sainsburys",2.8,2.4,"Each",2019-01-14
"Melons","Sainsbury's Baby Watermelon","Sainsburys",2,2,"Each",2019-01-14
"Melons","Sainsbury's Piel de Sapo Melon","Sainsburys",2.2,2.2,"Each",2019-01-14
"Melons","Sainsbury's Giant Watermelon","Sainsburys",3.3,3.3,"Each",2019-01-14
"Melons","Tesco Honeydew Melon","Tesco",1.8,1.8,"Each",2019-01-14
"Melons","Tesco Cantaloupe Melon","Tesco",1.8,1.8,"Each",2019-01-14
"Melons","Tesco Galia Melon","Tesco",1.8,1.8,"Each",2019-01-14
"Melons","Tesco Sweet Snowball Melon","Tesco",2.2,2.2,"Each",2019-01-14
"Melons","Tesco Watermelon","Tesco",2.79,2.79,"Each",2019-01-14
"Melons","Tesco Piel de Sapo Melon","Tesco",1.9,1.9,"Each",2019-01-14
"Plums","ASDA Farm Stores Plums ","ASDA",0.95,2.38,"Kg",2019-01-14
"Plums","ASDA Grower's Selection Plums ","ASDA",1.65,2.2,"Kg",2019-01-14
"Plums","ASDA Grower's Selection Plums Ready to Eat ","ASDA",2.5,6.25,"Kg",2019-01-14
"Plums","Iceland Farmer's Market Plums ","Iceland",1.5,2,"Kg",2019-01-14
"Plums","Plums ","Lidl",0.79,1.98,"Kg",2019-01-14
"Plums","Morrisons Ready to Eat Plums ","Morrisons",2.5,0.417,"Each",2019-01-14
"Plums","Morrisons Ripen at Home Plums ","Morrisons",1,2.5,"Kg",2019-01-14
"Plums","Essential Waitrose Home Ripening Plums ","Ocado",1.8,2.4,"Kg",2019-01-14
"Plums","Ocado Ripen at Home Plums ","Ocado",0.99,2.48,"Kg",2019-01-14
"Plums","Waitrose Plums ","Ocado",2,0.5,"Each",2019-01-14
"Plums","Orchard World Ripe & Ready to Eat Plums ","Ocado",3.99,0.998,"Each",2019-01-14
"Plums","Waitrose 1 Perfectly Ripe Plums ","Ocado",3.99,0.665,"Each",2019-01-14
"Plums","Sainsbury's Plums ","Sainsburys",2.25,2.25,"Kg",2019-01-14
"Plums","Sainsbury's Home Ripening Plums ","Sainsburys",1,2.5,"Kg",2019-01-14
"Plums","Tesco Suntrail Farms Ripen at Home Plums ","Tesco",0.79,1.98,"Kg",2019-01-14
"Plums","Tesco Supersweet Plums ","Tesco",3,9.23,"Kg",2019-01-14
"Plums","Tesco Yellow Plums ","Tesco",2,6.67,"Kg",2019-01-14
"Plums","Tesco Ripen at Home Plums ","Tesco",2.5,6.25,"Kg",2019-01-14
"Apricots","ASDA Grower's Selection Apricots ","ASDA",1.19,3.72,"Kg",2019-01-14
"Apricots","Lidl Apricots ","Lidl",1.19,3.72,"Kg",2019-01-14
"Apricots","Morrisons Apricots ","Morrisons",1,3.08,"Kg",2019-01-14
"Apricots","Essential Waitrose Home Ripening Apricots ","Ocado",2.99,9.34,"Kg",2019-01-14
"Apricots","Ocado Ripen at Home Apricots ","Ocado",2.98,7.44,"Kg",2019-01-14
"Apricots","Sainsbury's Apricots ","Sainsburys",1.5,4.69,"Kg",2019-01-14
"Apricots","Sainsbury's Apricot Ripe & Ready ","Sainsburys",2,0.4,"Each",2019-01-14
"Apricots","Tesco Juicy Apricots ","Tesco",2,6.25,"Kg",2019-01-14
"Peaches","ASDA Farm Stores Peaches ","ASDA",1.5,0.375,"Each",2019-01-14
"Peaches","Waitrose Peach ","Ocado",2.99,0.748,"Each",2019-01-14
"Peaches","Ocado Ripen at Home Peaches ","Ocado",3,0.6,"Each",2019-01-14
"Peaches","Sainsbury's Peaches ","Sainsburys",1.75,0.438,"Each",2019-01-14
"Peaches","Sainsbury's Ripe & Ready Peaches ","Sainsburys",3.6,0.9,"Each",2019-01-14
"Peaches","Tesco Suntrail Farms Ripen at Home Peaches ","Tesco",1.49,0.373,"Each",2019-01-14
"Peaches","Tesco Supersweet Peaches ","Tesco",2.5,0.833,"Each",2019-01-14
"Peaches","Tesco Home Ripen Peaches ","Tesco",2.5,0.625,"Each",2019-01-14
"Nectarines","ASDA Farm Stores Nectarines ","ASDA",1.5,0.375,"Each",2019-01-14
"Nectarines","ASDA Grower's Selection Ready to Eat Nectarines ","ASDA",2,0.5,"Each",2019-01-14
"Nectarines","Oaklands Selection Perfectly Ripe Nectarines ","Lidl",1.99,0.498,"Each",2019-01-14
"Nectarines","Waitrose 1 Perfectly Ripe Yellow Flesh Nectarines ","Ocado",2.99,0.5,"Each",2019-01-14
"Nectarines","Ocado Ripen at Home Nectarines ","Ocado",3,0.6,"Each",2019-01-14
"Nectarines","Waitrose Sweet White Flesh Nectarines ","Ocado",2.99,0.748,"Each",2019-01-14
"Nectarines","Essential Waitrose Home Ripening Nectarines ","Ocado",2.8,0.7,"Each",2019-01-14
"Nectarines","Ocado Ripe & Ready to Eat Nectarines ","Ocado",3.99,0.998,"Each",2019-01-14
"Nectarines","Waitrose 1 Perfectly Ripe White Nectarines ","Ocado",3.99,0.998,"Each",2019-01-14
"Nectarines","Sainsbury's Nectarine Punnet ","Sainsburys",1.75,0.438,"Each",2019-01-14
"Nectarines","Sainsbury's Ripe & Ready Zingburst Yellow Flesh Nectarines ","Sainsburys",3,0.75,"Each",2019-01-14
"Nectarines","Tesco Ripen at Home Nectarines ","Tesco",3,0.75,"Each",2019-01-14
"Nectarines","Tesco Suntrail Farms Ripen at Home Nectarines ","Tesco",1.45,0.363,"Each",2019-01-14
"Nectarines","Tesco Super Sweet Nectarine ","Tesco",2,0.667,"Each",2019-01-14
"Avocado","ASDA Grower's Selection Ripe Avocados ","ASDA",1.6,0.8,"Each",2019-01-14
"Avocado","ASDA Grower's Selection Ripen at Home Avacodos ","ASDA",1.8,0.45,"Each",2019-01-14
"Avocado","ASDA Grower's Selection Large Avocado","ASDA",1,1,"Each",2019-01-14
"Avocado","Iceland Ripe & Ready Avocado","Iceland",1.79,1.79,"Each",2019-01-14
"Avocado","Oaklands Ready to Eat Avocado ","Lidl",1.55,0.775,"Each",2019-01-14
"Avocado","Lidl Avodillos ","Lidl",1.69,1.69,"Each",2019-01-14
"Avocado","Morrisons Avocado Ready to Eat ","Morrisons",1.8,0.9,"Each",2019-01-14
"Avocado","Morrisons Naturally Wonky Avocados ","Morrisons",2.4,2.4,"Kg",2019-01-14
"Avocado","Morrisons Extra Large Avocado","Morrisons",1.75,1.75,"Each",2019-01-14
"Avocado","Morrisons Organic Avocados ","Morrisons",2,1,"Each",2019-01-14
"Avocado","Ocado Avocados ","Ocado",1.85,0.463,"Each",2019-01-14
"Avocado","Waitrose 1 Perfectly Ripe Avocado","Ocado",1.29,1.29,"Each",2019-01-14
"Avocado","Essential Waitrose Baby Avocados ","Ocado",1.99,0.498,"Each",2019-01-14
"Avocado","Ocado Ripe & Ready to Eat Avocados ","Ocado",2.63,0.877,"Each",2019-01-14
"Avocado","Waitrose 1 Perfectly Ripe Avocados ","Ocado",2,1,"Each",2019-01-14
"Avocado","Waitrose Organic Avocados ","Ocado",2.8,1.4,"Each",2019-01-14
"Avocado","Love Me Tender Perfectly Ripe Avocado ","Ocado",2.89,1.16,"Each",2019-01-14
"Avocado","Waitrose Perfectly Ripe & Ripen at Home Avocados ","Ocado",3.8,0.95,"Each",2019-01-14
"Avocado","Natoora Large Ripe Haas Avocados ","Ocado",5,2.5,"Each",2019-01-14
"Avocado","Ocado Extra Large Avocado ","Ocado",3.5,1.75,"Each",2019-01-14
"Avocado","Natoora Ripe Haas Avocados ","Ocado",5,1.67,"Each",2019-01-14
"Avocado","Wholegood Organic Avocado ","Ocado",3.29,1.65,"Each",2019-01-14
"Avocado","Sainsbury's Ripen at Home Avocado ","Sainsburys",1.85,0.463,"Each",2019-01-14
"Avocado","Sainsbury's Ripe & Ready Avocados ","Sainsburys",1.9,0.9,"Each",2019-01-14
"Avocado","Sainsbury's Organic Avocados ","Sainsburys",2.5,1.25,"Each",2019-01-14
"Avocado","Sainsbury's Ripe & Ready Avocados ","Sainsburys",2.95,0.738,"Each",2019-01-14
"Avocado","Sainsbury's Ripe & Ready Large Hass Avocado","Sainsburys",1.15,1.15,"Each",2019-01-14
"Avocado","Tesco Ripen at Home Avocado ","Tesco",1.75,0.438,"Each",2019-01-14
"Avocado","Tesco Medium Avocado Ready to Eat","Tesco",0.85,0.49,"Each",2019-01-14
"Avocado","Tesco Ready to Eat Haas Avocados ","Tesco",1.75,0.875,"Each",2019-01-14
"Avocado","Tesco Ready to Eat Large Avocado","Tesco",1,1,"Each",2019-01-14
"Avocado","Tesco Organic Avocados Ripe and Ready ","Tesco",2.5,1.25,"Each",2019-01-14
"Avocado","Tesco Ready to Eat Extra Large Avocados","Tesco",1.75,1.75,"Each",2019-01-14
"Kiwi","Nature's Pick Fresh Kiwis ","Aldi",0.59,0.098,"Each",2019-01-14
"Kiwi","ASDA Farm Stores Kiwis ","ASDA",0.9,0.15,"Each",2019-01-14
"Kiwi","ASDA Grower's Selection Ready to Eat Kiwi Fruit ","ASDA",1.29,0.25,"Each",2019-01-14
"Kiwi","Iceland Farmer's Market Kiwi Fruit ","Iceland",1,0.167,"Each",2019-01-14
"Kiwi","Kiwi Fruit","Lidl",0.16,0.16,"Each",2019-01-14
"Kiwi","Morrisons Wonky Kiwis ","Morrisons",0.74,0.123,"Each",2019-01-14
"Kiwi","Morrisons Kiwi ","Morrisons",1,0.167,"Each",2019-01-14
"Kiwi","Morrisons Kiwi ","Morrisons",1.5,0.375,"Each",2019-01-14
"Kiwi","Morrisons Organic Kiwis ","Morrisons",1,0.25,"Each",2019-01-14
"Kiwi","Essential Waitrose Kiwi Fruit ","Ocado",1,0.167,"Each",2019-01-14
"Kiwi","Waitrose Duchy Organic Kiwi Fruit ","Ocado",1.5,0.375,"Each",2019-01-14
"Kiwi","Waitrose Golden Kiwi Fruit ","Ocado",2,0.5,"Each",2019-01-14
"Kiwi","Waitrose 1 Perfectly Ripe Hayward Kiwi Fruit ","Ocado",2.15,0.538,"Each",2019-01-14
"Kiwi","Ethical Food Company Organic Kiwi Fruit ","Ocado",2.29,0.305,"Each",2019-01-14
"Kiwi","Waitrose Green Kiwi Fruit ","Ocado",1.7,0.425,"Each",2019-01-14
"Kiwi","Ocado Ripe & Ready to Eat Kiwis ","Ocado",1.5,0.375,"Each",2019-01-14
"Kiwi","Waitrose 1 Perfectly Ripe Gold Kiwi Fruit ","Ocado",1.95,0.65,"Each",2019-01-14
"Kiwi","Wholegood Organic Kiwi Fruit ","Ocado",2.24,0.373,"Each",2019-01-14
"Kiwi","Natoora Ripe French Kiwis ","Ocado",2.99,1.5,"Each",2019-01-14
"Kiwi","Sainsbury's Kiwi Fruit ","Sainsburys",0.85,0.142,"Each",2019-01-14
"Kiwi","Sainsbury's Kiwi Fruit Ripe and Ready ","Sainsburys",1.5,0.375,"Each",2019-01-14
"Kiwi","Sainsbury's Taste the Difference Golden Kiwi ","Sainsburys",1.75,0.438,"Each",2019-01-14
"Kiwi","Sainsbury's Kiwi Fruit","Sainsburys",0.25,0.25,"Each",2019-01-14
"Kiwi","Sainsbury's Organic Kiwi Fruit ","Sainsburys",1,0.25,"Each",2019-01-14
"Kiwi","Tesco Suntrail Farms Kiwi ","Tesco",0.71,0.118,"Each",2019-01-14
"Kiwi","Tesco Large Kiwi","Tesco",0.3,0.3,"Each",2019-01-14
"Kiwi","Tesco Organic Kiwi Fruit ","Tesco",1.15,0.288,"Each",2019-01-14
"Kiwi","Tesco Ripe & Ready Kiwi ","Tesco",1.5,0.375,"Each",2019-01-14
"Kiwi","Tesco Supersweet Gold Kiwi ","Tesco",1.5,0.5,"Each",2019-01-14
"Cherries","ASDA Grower's Selection Cherries ","ASDA",2,10,"Kg",2019-01-14
"Cherries","Iceland Farmer's Makret Cherries ","Iceland",2,6.67,"Kg",2019-01-14
"Cherries","Cherries ","Lidl",1.99,4.95,"Kg",2019-01-14
"Cherries","Morrisons Cherries ","Morrisons",2,10,"Kg",2019-01-14
"Cherries","Ocado Cherries ","Ocado",2,10,"Kg",2019-01-14
"Cherries","Waitrose Cherries ","Ocado",3.5,12.94,"Kg",2019-01-14
"Cherries","Sainsbury's Cherries ","Sainsburys",2,10,"Kg",2019-01-14
"Cherries","Tesco Cherries ","Tesco",2,10,"Kg",2019-01-14
"Cherries","Tesco Cherries ","Tesco",4,10,"Kg",2019-01-14
"Mushrooms","ASDA Grower's Selection White Mushrooms ","ASDA",1,2.5,"Kg",2019-01-14
"Mushrooms","ASDA Grower's Selection White Mushrooms ","ASDA",0.7,2.8,"Kg",2019-01-14
"Mushrooms","ASDA Grower's Selection Chestnut Mushrooms ","ASDA",0.9,3.6,"Kg",2019-01-14
"Mushrooms","ASDA Farm Stores White Mushrooms ","ASDA",0.54,2.16,"Kg",2019-01-14
"Mushrooms","ASDA Grower's Selection Baby Button Mushrooms ","ASDA",0.75,3.75,"Kg",2019-01-14
"Mushrooms","ASDA Grower's Selection Sliced Mushrooms ","ASDA",0.75,2.8,"Kg",2019-01-14
"Mushrooms","ASDA Grower's Selection Jumbo Mushrooms ","ASDA",0.8,3.2,"Kg",2019-01-14
"Mushrooms","ASDA Extra Special Shitake Mushrooms ","ASDA",1.25,10.87,"Kg",2019-01-14
"Mushrooms","ASDA Grower's Selection Organic White Mushrooms ","ASDA",0.75,3,"Kg",2019-01-14
"Mushrooms","ASDA Extra Special Baby Portobello Mushrooms ","ASDA",1.25,5,"Kg",2019-01-14
"Mushrooms","Iceland Closed Cup Mushrooms ","Iceland",1,3.33,"Kg",2019-01-14
"Mushrooms","Iceland Farmer's Market Button Mushrooms ","Iceland",0.55,4.4,"Kg",2019-01-14
"Mushrooms","Iceland Farmer's Market Chestnut Mushrooms ","Iceland",1,4,"Kg",2019-01-14
"Mushrooms","Oaklands Chestnut Mushrooms ","Lidl",0.87,3.48,"Kg",2019-01-14
"Mushrooms","Baby Button Mushrooms ","Lidl",0.74,3.7,"Kg",2019-01-14
"Mushrooms","Oaklands Large Flat Mushrooms ","Lidl",0.97,3.88,"Kg",2019-01-14
"Mushrooms","Morrisons Mushrooms ","Morrisons",1.68,2.8,"Kg",2019-01-14
"Mushrooms","Morrisons Chestnut Mushrooms ","Morrisons",1,4,"Kg",2019-01-14
"Mushrooms","Morrisons Closed Cup Mushrooms ","Morrisons",0.95,3.17,"Kg",2019-01-14
"Mushrooms","Morrisons Large Flat Mushrooms ","Morrisons",1,4,"Kg",2019-01-14
"Mushrooms","Morrisons Organic Mushrooms ","Morrisons",1,4,"Kg",2019-01-14
"Mushrooms","Morrisons Button Mushrooms ","Morrisons",0.9,4.5,"Kg",2019-01-14
"Mushrooms","Morrisons Baby Portobello Mushrooms ","Morrisons",1,5,"Kg",2019-01-14
"Mushrooms","Morrisons Sliced Mushrooms ","Morrisons",0.9,6,"Kg",2019-01-14
"Mushrooms","Morrisons The Best Woodland Mushrooms ","Morrisons",1.5,10,"Kg",2019-01-14
"Mushrooms","Morrisons The Best Rustica Mushrooms ","Morrisons",1.5,6,"Kg",2019-01-14
"Mushrooms","Morrisons Sliced Chestnut Mushrooms ","Morrisons",1,4,"Kg",2019-01-14
"Mushrooms","Morrisons The Best Portobello Mushrooms ","Morrisons",1,6.67,"Kg",2019-01-14
"Mushrooms","Morrisons Organic Chestnut Mushrooms ","Morrisons",1.15,4.6,"Kg",2019-01-14
"Mushrooms","Ocado Mushrooms ","Ocado",2.07,2.96,"Kg",2019-01-14
"Mushrooms","Ocado Chestnut Mushrooms ","Ocado",1,4,"Kg",2019-01-14
"Mushrooms","Hughes Portabellini Mushrooms ","Ocado",1.99,6.63,"Kg",2019-01-14
"Mushrooms","Essential Waitrose Cup Mushrooms ","Ocado",1,3.33,"Kg",2019-01-14
"Mushrooms","Essential Waitrose Cup Mushrooms ","Ocado",1.65,3.3,"Kg",2019-01-14
"Mushrooms","Ocado Sliced Mushrooms ","Ocado",1.2,3,"Kg",2019-01-14
"Mushrooms","Ocado Chestnut Mushrooms ","Ocado",2.26,3.62,"Kg",2019-01-14
"Mushrooms","Ocado Flat Mushrooms ","Ocado",1.2,4,"Kg",2019-01-14
"Mushrooms","Ocado Organic Chestnut Mushrooms ","Ocado",1.2,4.8,"Kg",2019-01-14
"Mushrooms","Ocado Gold Shiitake Mushrooms ","Ocado",1.35,9.68,"Kg",2019-01-14
"Mushrooms","Ocado Organic White Cup Mushrooms ","Ocado",1,3.45,"Kg",2019-01-14
"Mushrooms","Ocado Gold Portobello Mushrooms ","Ocado",1.62,6.48,"Kg",2019-01-14
"Mushrooms","Ocado Baby Chestnut Mushrooms ","Ocado",1,6.67,"Kg",2019-01-14
"Mushrooms","Ocado Organic Portabellini Mushrooms ","Ocado",2.3,11.5,"Kg",2019-01-14
"Mushrooms","Ocado Gold Grey Oyster Mushrooms ","Ocado",1.49,10.72,"Kg",2019-01-14
"Mushrooms","Ocado Gold Exotic Mushroom Mix ","Ocado",2.04,10.76,"Kg",2019-01-14
"Mushrooms","Ocado Gold Wild Mushrooms ","Ocado",2,20,"Kg",2019-01-14
"Mushrooms","Natoora Organic Shiitake Mushrooms ","Ocado",2.69,33.63,"Kg",2019-01-14
"Mushrooms","Ocado Organic Button Mushrooms ","Ocado",1.4,9.33,"Kg",2019-01-14
"Mushrooms","Natoora Brown Paris Mushrooms ","Ocado",2.99,14.95,"Kg",2019-01-14
"Mushrooms","Natoora Fresh Chanterelle Mushrooms ","Ocado",4.99,62.38,"Kg",2019-01-14
"Mushrooms","Hughes Baby Button Chestnut Mushrooms ","Ocado",1.69,8.45,"Kg",2019-01-14
"Mushrooms","Sainsbury's Mushrooms Greengrocer ","Sainsburys",0.75,2.5,"Kg",2019-01-14
"Mushrooms","Sainsbury's Closed Cup White Mushrooms ","Sainsburys",0.95,3.17,"Kg",2019-01-14
"Mushrooms","Sainsbury's Chestnut Mushrooms Closed Cup ","Sainsburys",1,4,"Kg",2019-01-14
"Mushrooms","Sainsbury's Baby Button Mushrooms ","Sainsburys",1,5,"Kg",2019-01-14
"Mushrooms","Sainsbury's Large Flat Mushrooms ","Sainsburys",1,4,"Kg",2019-01-14
"Mushrooms","Sainsbury's Organic Chestnut Mushrooms ","Sainsburys",1.1,4.4,"Kg",2019-01-14
"Mushrooms","Sainsbury's Mini Portabella Mushrooms ","Sainsburys",1.5,5,"Kg",2019-01-14
"Mushrooms","Sainsbury's Closed Cup White Mushrooms ","Sainsburys",1.5,3,"Kg",2019-01-14
"Mushrooms","Sainsbury's Organic Closed Cup Mushrooms ","Sainsburys",1,3.33,"Kg",2019-01-14
"Mushrooms","Sainsbury's Chestnut Super Mushrooms ","Sainsburys",1.15,4,"Kg",2019-01-14
"Mushrooms","Sainsbury's Baby Chestnut Mushrooms ","Sainsburys",1.1,7.33,"Kg",2019-01-14
"Mushrooms","Sainsbury's White Mushrooms Sliced ","Sainsburys",1,4,"Kg",2019-01-14
"Mushrooms","Sainsbury's White Closed Cup Mushrooms Loose ","Sainsburys",0.057,2.7,"Kg",2019-01-14
"Mushrooms","Sainsbury's Taste the Difference Mixed Exotic Mushrooms ","Sainsburys",1.8,9,"Kg",2019-01-14
"Mushrooms","Sainsbury's Taste the Difference Shiitake Mushrooms ","Sainsburys",1.35,11.25,"Kg",2019-01-14
"Mushrooms","Sainsbury's Large Portabella Mushrooms ","Sainsburys",1.5,6,"Kg",2019-01-14
"Mushrooms","Sainsbury's White Super Mushrooms ","Sainsburys",1.15,3.33,"Kg",2019-01-14
"Mushrooms","Sainsbury's Taste the Difference Oyster Mushrooms ","Sainsburys",1.35,10.8,"Kg",2019-01-14
"Mushrooms","Tesco Mushrooms ","Tesco",1.85,2.96,"Kg",2019-01-14
"Mushrooms","Tesco Chestnut Mushrooms ","Tesco",1,4,"Kg",2019-01-14
"Mushrooms","Tesco Redmere Farms Mushrooms ","Tesco",0.94,2.47,"Kg",2019-01-14
"Mushrooms","Tesco Closed Cup Mushrooms ","Tesco",0.95,3.17,"Kg",2019-01-14
"Mushrooms","Tesco Baby Button Mushrooms ","Tesco",0.9,4.5,"Kg",2019-01-14
"Mushrooms","Tesco Closed Cup Mushrooms Loose ","Tesco",0.055,2.75,"Kg",2019-01-14
"Mushrooms","Tesco Sliced Mushrooms ","Tesco",1,4,"Kg",2019-01-14
"Mushrooms","Tesco Organic White Mushrooms ","Tesco",1,3.45,"Kg",2019-01-14
"Mushrooms","Tesco Large Flat Mushrooms ","Tesco",1,4,"Kg",2019-01-14
"Mushrooms","Tesco Organic Chestnut Mushrooms ","Tesco",1.2,4.8,"Kg",2019-01-14
"Mushrooms","Tesco Chestnut Baby Mushrooms ","Tesco",1,6.67,"Kg",2019-01-14
"Mushrooms","Tesco Portobello Flat Mushrooms ","Tesco",1,6.67,"Kg",2019-01-14
"Mushrooms","Tesco Chestnut Mushroom ","Tesco",1.75,3.61,"Kg",2019-01-14
"Mushrooms","Tesco Finest Forestiere Mushrooms ","Tesco",1.35,5.4,"Kg",2019-01-14
"Mushrooms","Tesco Finest Shiitake Mushroom ","Tesco",1.35,10.8,"Kg",2019-01-14
"Mushrooms","Tesco Exotic Mushrooms ","Tesco",0.89,17.8,"Kg",2019-01-14
"Mushrooms","Tesco Finest Wild Mushrooms ","Tesco",2,20,"Kg",2019-01-14
"Mushrooms","Tesco Organic Portobellini Mushroom ","Tesco",1.5,5,"Kg",2019-01-14
"Mushrooms","Tesco Finest King Oyster Mushrooms ","Tesco",1.75,8.75,"Kg",2019-01-14
"Blackberries","ASDA Grower's Selection Blackberries ","ASDA",1.89,12.6,"Kg",2019-01-14
"Blackberries","Driscoll's Premium Blackberries ","Lidl",1.99,15.92,"Kg",2019-01-14
"Blackberries","Morrisons Blackberries ","Morrisons",2,13.33,"Kg",2019-01-14
"Blackberries","Ocado Blackberries ","Ocado",2,13.33,"Kg",2019-01-14
"Blackberries","BerryWorld Blackberries ","Ocado",3,20,"Kg",2019-01-14
"Blackberries","Sainsbury's Tangy Blackberries ","Sainsburys",2,13.33,"Kg",2019-01-14
"Blackberries","Sainsbury's Tangy Blackberries ","Sainsburys",2.85,12.67,"Kg",2019-01-14
"Blackberries","Tesco Blackberries ","Tesco",2,13.33,"Kg",2019-01-14
"Blackberries","Tesco Rosedene Farms Blackberries ","Tesco",1.49,9.93,"Kg",2019-01-14
"Blueberries","ASDA Grower's Selection Blueberries ","ASDA",2.39,8,"Kg",2019-01-14
"Blueberries","ASDA Farm Stores Blueberries ","ASDA",1.59,8,"Kg",2019-01-14
"Blueberries","ASDA Grower's Selection Organic Blueberries ","ASDA",2.39,19.12,"Kg",2019-01-14
"Blueberries","Blueberries ","Lidl",1.58,10.53,"Kg",2019-01-14
"Blueberries","Blueberries ","Lidl",2.59,10.36,"Kg",2019-01-14
"Blueberries","Morrisons Blueberries ","Morrisons",2,16,"Kg",2019-01-14
"Blueberries","Morrisons The Best Blueberries ","Morrisons",2.75,18.33,"Kg",2019-01-14
"Blueberries","Morrisons Blueberries ","Morrisons",3,8.57,"Kg",2019-01-14
"Blueberries","Ocado Blueberries ","Ocado",3,12,"Kg",2019-01-14
"Blueberries","Ocado Blueberries ","Ocado",1.99,13.27,"Kg",2019-01-14
"Blueberries","Waitrose Blueberries ","Ocado",3.5,15.56,"Kg",2019-01-14
"Blueberries","Waitrose Blueberries ","Ocado",2.5,16.67,"Kg",2019-01-14
"Blueberries","BerryWorld Blueberries ","Ocado",3,20,"Kg",2019-01-14
"Blueberries","Waitrose Duchy Organic Blueberries ","Ocado",2.5,20,"Kg",2019-01-14
"Blueberries","Sainsbury's Blueberries ","Sainsburys",2,13.33,"Kg",2019-01-14
"Blueberries","Sainsbury's Blueberries ","Sainsburys",3.5,8.75,"Kg",2019-01-14
"Blueberries","Sainsbury's Blueberries ","Sainsburys",1.1,11,"Kg",2019-01-14
"Blueberries","Sainsbury's Blueberries ","Sainsburys",1.15,14.38,"Kg",2019-01-14
"Blueberries","Tesco Blueberries ","Tesco",2,10,"Kg",2019-01-14
"Blueberries","Tesco Rosedene Farms Blueberries ","Tesco",1.32,10.56,"Kg",2019-01-14
