"UID","Price_Change","Percent_Change","Product_ID","Full_Name","Category","Item","Retailer","Shelf_Price","Offer_Price_per_unit","Price_per_unit","Size","Unit","Date"
"002848 Activia Natural Yogurt (4x125g)",0,0,"002848","Activia Natural Yogurt (4x125g)","Plain_Yogurt","Activia Natural Yogurt ","Ocado",1.69,NA,3.38,"4x125g","Kg",2019-01-21
"294714 Waitrose 1 Natural Greek Strained Yogurt (500g)",0,0,"294714","Waitrose 1 Natural Greek Strained Yogurt (500g)","Plain_Yogurt","Waitrose 1 Natural Greek Strained Yogurt ","Ocado",1.89,NA,3.78,"500g","Kg",2019-01-21
"500406 Rachel's Organic Lactose Free Bio-Live Yogurt - Natural (450g)",NA,NA,"500406","Rachel's Organic Lactose Free Bio-Live Yogurt - Natural (450g)","Plain_Yogurt","Rachel's Organic Lactose Free Bio-Live Yogurt - Natural ","Ocado",1.89,0.333,4.2,"450g","Kg",2019-01-21
"319967 Yeo Valley Organic Greek Style Natural Yogurt (150g)",0,0,"319967","Yeo Valley Organic Greek Style Natural Yogurt (150g)","Plain_Yogurt","Yeo Valley Organic Greek Style Natural Yogurt ","Ocado",0.65,NA,4.33,"150g","Kg",2019-01-21
"089083 Fage Total 2% Authentic Greek Yoghurt (500g)",0,0,"089083","Fage Total 2% Authentic Greek Yoghurt (500g)","Plain_Yogurt","Fage Total 2% Authentic Greek Yoghurt ","Ocado",2.75,NA,5.5,"500g","Kg",2019-01-21
"380814 Essential Waitrose Fat Free Greek Style Natural Yogurt (500g)",0,0,"380814","Essential Waitrose Fat Free Greek Style Natural Yogurt (500g)","Plain_Yogurt","Essential Waitrose Fat Free Greek Style Natural Yogurt ","Ocado",1.05,NA,2.1,"500g","Kg",2019-01-21
"209671 Essential Waitrose Low Fat Natural Greek Style Yogurt (500g)",0,0,"209671","Essential Waitrose Low Fat Natural Greek Style Yogurt (500g)","Plain_Yogurt","Essential Waitrose Low Fat Natural Greek Style Yogurt ","Ocado",1.05,NA,2.1,"500g","Kg",2019-01-21
"276566 Waitrose Duchy Organic Natural Yogurt (500g)",0,0,"276566","Waitrose Duchy Organic Natural Yogurt (500g)","Plain_Yogurt","Waitrose Duchy Organic Natural Yogurt ","Ocado",1.57,NA,3.14,"500g","Kg",2019-01-21
"482322 Sainsbury's Greek Style Natural Yogurt (1Kg)",0,0,"482322","Sainsbury's Greek Style Natural Yogurt (1Kg)","Plain_Yogurt","Sainsbury's Greek Style Natural Yogurt ","Sainsburys",1.9,NA,1.9,"1Kg","Kg",2019-01-21
"321240 Sainsbury's Natural Yogurt (500g)",0,0,"321240","Sainsbury's Natural Yogurt (500g)","Plain_Yogurt","Sainsbury's Natural Yogurt ","Sainsburys",0.95,NA,1.9,"500g","Kg",2019-01-21
"002908 Sainsbury's Greek Style Natural Yogurt (500g)",0,0,"002908","Sainsbury's Greek Style Natural Yogurt (500g)","Plain_Yogurt","Sainsbury's Greek Style Natural Yogurt ","Sainsburys",1,NA,2,"500g","Kg",2019-01-21
"069186 Sainsbury's Basics Low Fat Natural Yogurt (500g)",0,0,"069186","Sainsbury's Basics Low Fat Natural Yogurt (500g)","Plain_Yogurt","Sainsbury's Basics Low Fat Natural Yogurt ","Sainsburys",0.7,NA,1.4,"500g","Kg",2019-01-21
"132811 Sainsbury's Low Fat Natural Yogurt (1Kg)",0,0,"132811","Sainsbury's Low Fat Natural Yogurt (1Kg)","Plain_Yogurt","Sainsbury's Low Fat Natural Yogurt ","Sainsburys",1.7,NA,1.7,"1Kg","Kg",2019-01-21
"092874 Sainsbury's Fat Free Natural Yogurt (500g)",0,0,"092874","Sainsbury's Fat Free Natural Yogurt (500g)","Plain_Yogurt","Sainsbury's Fat Free Natural Yogurt ","Sainsburys",0.95,NA,1.9,"500g","Kg",2019-01-21
"002895 Sainsbury's Low Fat Natural Yogurt (500g)",0,0,"002895","Sainsbury's Low Fat Natural Yogurt (500g)","Plain_Yogurt","Sainsbury's Low Fat Natural Yogurt ","Sainsburys",0.95,NA,1.9,"500g","Kg",2019-01-21
"273583 Sainsbury's Greek Style Natural Yogurt (200g)",0,0,"273583","Sainsbury's Greek Style Natural Yogurt (200g)","Plain_Yogurt","Sainsbury's Greek Style Natural Yogurt ","Sainsburys",0.6,NA,3,"200g","Kg",2019-01-21
"525016 Sainsbury's Fat Free Greek Style Natural Yogurt (1Kg)",0,0,"525016","Sainsbury's Fat Free Greek Style Natural Yogurt (1Kg)","Plain_Yogurt","Sainsbury's Fat Free Greek Style Natural Yogurt ","Sainsburys",1.7,NA,1.7,"1Kg","Kg",2019-01-21
"321238 Sainsbury's Fat Free Greek Style Natural Yogurt (500g)",0,0,"321238","Sainsbury's Fat Free Greek Style Natural Yogurt (500g)","Plain_Yogurt","Sainsbury's Fat Free Greek Style Natural Yogurt ","Sainsburys",1,NA,2,"500g","Kg",2019-01-21
"482318 Sainsbury's Fat Free Greek Style Natural Yogurt (200g)",0,0,"482318","Sainsbury's Fat Free Greek Style Natural Yogurt (200g)","Plain_Yogurt","Sainsbury's Fat Free Greek Style Natural Yogurt ","Sainsburys",0.6,NA,3,"200g","Kg",2019-01-21
"002808 Sainsbury's Be Good to Yourself 3% Fat Greek Style Natural Yogurt (500g)",0,0,"002808","Sainsbury's Be Good to Yourself 3% Fat Greek Style Natural Yogurt (500g)","Plain_Yogurt","Sainsbury's Be Good to Yourself 3% Fat Greek Style Natural Yogurt ","Sainsburys",1,NA,2,"500g","Kg",2019-01-21
"332848 Pakeeza Live Set Natural Yogurt (900g)",0,0,"332848","Pakeeza Live Set Natural Yogurt (900g)","Plain_Yogurt","Pakeeza Live Set Natural Yogurt ","Sainsburys",1.4,NA,1.56,"900g","Kg",2019-01-21
"002222 Tesco Natural Greek Style Yogurt (500g)",0,0,"002222","Tesco Natural Greek Style Yogurt (500g)","Plain_Yogurt","Tesco Natural Greek Style Yogurt ","Tesco",0.85,NA,1.7,"500g","Kg",2019-01-21
"256061 Tesco Fat Free Greek Yogurt (500g)",0,0,"256061","Tesco Fat Free Greek Yogurt (500g)","Plain_Yogurt","Tesco Fat Free Greek Yogurt ","Tesco",0.85,NA,1.7,"500g","Kg",2019-01-21
"486110 Tesco Greek Style Natural Yoghurt (1Kg)",0,0,"486110","Tesco Greek Style Natural Yoghurt (1Kg)","Plain_Yogurt","Tesco Greek Style Natural Yoghurt ","Tesco",1.55,NA,1.55,"1Kg","Kg",2019-01-21
"002227 Tesco Low Fat Natural Yogurt (500g)",0,0,"002227","Tesco Low Fat Natural Yogurt (500g)","Plain_Yogurt","Tesco Low Fat Natural Yogurt ","Tesco",0.85,NA,1.7,"500g","Kg",2019-01-21
"541721 Tesco Natural Yogurt (500g)",0,0,"541721","Tesco Natural Yogurt (500g)","Plain_Yogurt","Tesco Natural Yogurt ","Tesco",0.85,NA,1.7,"500g","Kg",2019-01-21
"191607 Tesco Finest Greek Yogurt (500g)",0,0,"191607","Tesco Finest Greek Yogurt (500g)","Plain_Yogurt","Tesco Finest Greek Yogurt ","Tesco",1.75,NA,3.5,"500g","Kg",2019-01-21
"541505 Tesco Creamfields Low Fat Natural Yogurt (500g)",0,0,"541505","Tesco Creamfields Low Fat Natural Yogurt (500g)","Plain_Yogurt","Tesco Creamfields Low Fat Natural Yogurt ","Tesco",0.45,NA,0.9,"500g","Kg",2019-01-21
"002233 Tesco Low Fat Greek Style Natural Yogurt (500g)",0,0,"002233","Tesco Low Fat Greek Style Natural Yogurt (500g)","Plain_Yogurt","Tesco Low Fat Greek Style Natural Yogurt ","Tesco",0.85,NA,1.7,"500g","Kg",2019-01-21
"154732 Tesco Healthy Living Natural Bio Yogurt (500g)",0,0,"154732","Tesco Healthy Living Natural Bio Yogurt (500g)","Plain_Yogurt","Tesco Healthy Living Natural Bio Yogurt ","Tesco",0.85,NA,1.7,"500g","Kg",2019-01-21
"333667 Tesco Greek Style Natural Yogurt (4x100g)",0,0,"333667","Tesco Greek Style Natural Yogurt (4x100g)","Plain_Yogurt","Tesco Greek Style Natural Yogurt ","Tesco",1,NA,2.5,"4x100g","Kg",2019-01-21
"002232 Tesco Natural Greek Style Yogurt (200g)",0,0,"002232","Tesco Natural Greek Style Yogurt (200g)","Plain_Yogurt","Tesco Natural Greek Style Yogurt ","Tesco",0.5,NA,2.5,"200g","Kg",2019-01-21
"126460 Tesco 0% Fat Greek Natural Yogurt (200g)",0,0,"126460","Tesco 0% Fat Greek Natural Yogurt (200g)","Plain_Yogurt","Tesco 0% Fat Greek Natural Yogurt ","Tesco",0.5,NA,2.5,"200g","Kg",2019-01-21
"NA Tesco 0% Fat Natural Yogurt (200g)",0,0,"NA","Tesco 0% Fat Natural Yogurt (200g)","Plain_Yogurt","Tesco 0% Fat Natural Yogurt ","Tesco",0.5,NA,2.5,"200g","Kg",2019-01-21
"379623 Tesco 0% Fat Greek Style Yogurt (4x100g)",0,0,"379623","Tesco 0% Fat Greek Style Yogurt (4x100g)","Plain_Yogurt","Tesco 0% Fat Greek Style Yogurt ","Tesco",1,NA,2.5,"4x100g","Kg",2019-01-21
"267071 Tesco Finest 0% Fat Greek Yogurt (500g)",0,0,"267071","Tesco Finest 0% Fat Greek Yogurt (500g)","Plain_Yogurt","Tesco Finest 0% Fat Greek Yogurt ","Tesco",1.75,NA,3.5,"500g","Kg",2019-01-21
"518226 Benecol Greek Style Plain Yogurt (450g)",0,0,"518226","Benecol Greek Style Plain Yogurt (450g)","Plain_Yogurt","Benecol Greek Style Plain Yogurt ","Tesco",2,NA,4.44,"450g","Kg",2019-01-21
"541582 Tesco 0% Fat Natural Yogurt (4x100g)",0,0,"541582","Tesco 0% Fat Natural Yogurt (4x100g)","Plain_Yogurt","Tesco 0% Fat Natural Yogurt ","Tesco",1,NA,2.5,"4x100g","Kg",2019-01-21
"435353 Tesco High Protein Natural Yoghurt (450g)",0,0,"435353","Tesco High Protein Natural Yoghurt (450g)","Plain_Yogurt","Tesco High Protein Natural Yoghurt ","Tesco",1.25,NA,2.78,"450g","Kg",2019-01-21
"479729 ASDA Farm Stores Plums (400g)",0,0,"479729","ASDA Farm Stores Plums (400g)","Plums","ASDA Farm Stores Plums ","ASDA",0.95,NA,2.38,"400g","Kg",2019-01-21
"442210 ASDA Grower's Selection Plums (750g)",0,0,"442210","ASDA Grower's Selection Plums (750g)","Plums","ASDA Grower's Selection Plums ","ASDA",1.65,NA,2.2,"750g","Kg",2019-01-21
"470471 ASDA Grower's Selection Plums Ready to Eat (400g)",0,0,"470471","ASDA Grower's Selection Plums Ready to Eat (400g)","Plums","ASDA Grower's Selection Plums Ready to Eat ","ASDA",2.5,NA,4.38,"400g","Kg",2019-01-21
"419498 Iceland Farmer's Market Plums (750g)",0,0,"419498","Iceland Farmer's Market Plums (750g)","Plums","Iceland Farmer's Market Plums ","Iceland",1.69,NA,2.25,"750g","Kg",2019-01-21
"NA Plums (400g)",0,0,"NA","Plums (400g)","Plums","Plums ","Lidl",0.79,NA,1.98,"400g","Kg",2019-01-21
"381328 Morrisons Ready to Eat Plums (6)",0,0,"381328","Morrisons Ready to Eat Plums (6)","Plums","Morrisons Ready to Eat Plums ","Morrisons",2.5,NA,0.417,"6","Each",2019-01-21
"290385 Morrisons Ripen at Home Plums (400g)",0,0,"290385","Morrisons Ripen at Home Plums (400g)","Plums","Morrisons Ripen at Home Plums ","Morrisons",1,NA,2.5,"400g","Kg",2019-01-21
"213793 Essential Waitrose Home Ripening Plums (750g)",0,0,"213793","Essential Waitrose Home Ripening Plums (750g)","Plums","Essential Waitrose Home Ripening Plums ","Ocado",1.8,NA,2.4,"750g","Kg",2019-01-21
"268843 Ocado Ripen at Home Plums (400g)",0,0,"268843","Ocado Ripen at Home Plums (400g)","Plums","Ocado Ripen at Home Plums ","Ocado",0.99,NA,2.48,"400g","Kg",2019-01-21
"432210 Waitrose Plums (4)",0,0,"432210","Waitrose Plums (4)","Plums","Waitrose Plums ","Ocado",2,NA,0.5,"4","Each",2019-01-21
"437443 Orchard World Ripe & Ready to Eat Plums (4)",0,0,"437443","Orchard World Ripe & Ready to Eat Plums (4)","Plums","Orchard World Ripe & Ready to Eat Plums ","Ocado",3.99,NA,0.998,"4","Each",2019-01-21
"NA Ocado Gold Flavor King Plums (4)",0,0,"NA","Ocado Gold Flavor King Plums (4)","Plums","Ocado Gold Flavor King Plums ","Ocado",2.5,NA,0.625,"4","Each",2019-01-21
"435841 Sainsbury's Plums (1Kg)",0,0,"435841","Sainsbury's Plums (1Kg)","Plums","Sainsbury's Plums ","Sainsburys",2.25,NA,2.25,"1Kg","Kg",2019-01-21
"042583 Sainsbury's Home Ripening Plums (400g)",0,0,"042583","Sainsbury's Home Ripening Plums (400g)","Plums","Sainsbury's Home Ripening Plums ","Sainsburys",1,NA,2.5,"400g","Kg",2019-01-21
"094597 Sainsbury's Ripe & Ready Plums (5)",0,0,"094597","Sainsbury's Ripe & Ready Plums (5)","Plums","Sainsbury's Ripe & Ready Plums ","Sainsburys",2,NA,0.4,"5","Each",2019-01-21
"428034 Tesco Suntrail Farms Ripen at Home Plums (400g)",0,0,"428034","Tesco Suntrail Farms Ripen at Home Plums (400g)","Plums","Tesco Suntrail Farms Ripen at Home Plums ","Tesco",0.79,NA,1.98,"400g","Kg",2019-01-21
"327630 Tesco Supersweet Plums (325g)",0,0,"327630","Tesco Supersweet Plums (325g)","Plums","Tesco Supersweet Plums ","Tesco",3,NA,9.23,"325g","Kg",2019-01-21
"312093 Tesco Yellow Plums (300g)",0,0,"312093","Tesco Yellow Plums (300g)","Plums","Tesco Yellow Plums ","Tesco",2,NA,6.67,"300g","Kg",2019-01-21
"174425 Tesco Finest Plums (4)",0,0,"174425","Tesco Finest Plums (4)","Plums","Tesco Finest Plums ","Tesco",3,NA,0.75,"4","Each",2019-01-21
"085638 ASDA Beef Joint with Onion Gravy (500g)",0,0,"085638","ASDA Beef Joint with Onion Gravy (500g)","Prepared_Beef","ASDA Beef Joint with Onion Gravy ","ASDA",4,0.7,8,"500g","Kg",2019-01-21
"291877 ASDA Bourbon Beef Brisket (400g)",0,0,"291877","ASDA Bourbon Beef Brisket (400g)","Prepared_Beef","ASDA Bourbon Beef Brisket ","ASDA",4,NA,10,"400g","Kg",2019-01-21
"497446 ASDA Oak Smoked Boneless Beef Ribs with Bourbon Sauce (370g)",0,0,"497446","ASDA Oak Smoked Boneless Beef Ribs with Bourbon Sauce (370g)","Prepared_Beef","ASDA Oak Smoked Boneless Beef Ribs with Bourbon Sauce ","ASDA",4,NA,10.8,"370g","Kg",2019-01-21
"539260 ASDA Slow Cooked Beef Brisket in Stout Gravy (300g)",0,0,"539260","ASDA Slow Cooked Beef Brisket in Stout Gravy (300g)","Prepared_Beef","ASDA Slow Cooked Beef Brisket in Stout Gravy ","ASDA",3.25,1,10.8,"300g","Kg",2019-01-21
"381979 ASDA Ready to Eat Texas BBQ Steak Slices (150g)",0,0,"381979","ASDA Ready to Eat Texas BBQ Steak Slices (150g)","Prepared_Beef","ASDA Ready to Eat Texas BBQ Steak Slices ","ASDA",2.5,NA,13.3,"150g","Kg",2019-01-21
"513172 ASDA Butcher's Selection British Beef Roasting Joint with Salt & Pepper Rub by Weight (Approx 520g)",0,0,"513172","ASDA Butcher's Selection British Beef Roasting Joint with Salt & Pepper Rub by Weight (Approx 520g)","Prepared_Beef","ASDA Butcher's Selection British Beef Roasting Joint with Salt & Pepper Rub by Weight ","ASDA",5.91,NA,11.4,"Approx 520g","Kg",2019-01-21
"476107 ASDA Oak Smoked Beef Burnt Ends with Bourbon Sauce (330g)",0,0,"476107","ASDA Oak Smoked Beef Burnt Ends with Bourbon Sauce (330g)","Prepared_Beef","ASDA Oak Smoked Beef Burnt Ends with Bourbon Sauce ","ASDA",4,NA,12.1,"330g","Kg",2019-01-21
"522554 ASDA Low & Slow Oak Smoked Beef Brisket with BBQ Sauce (500g)",0,0,"522554","ASDA Low & Slow Oak Smoked Beef Brisket with BBQ Sauce (500g)","Prepared_Beef","ASDA Low & Slow Oak Smoked Beef Brisket with BBQ Sauce ","ASDA",4.5,NA,9,"500g","Kg",2019-01-21
"340919 Iceland Butcher's Market Peppered Beef Grillsteaks (4 per pack - 400g)",0,0,"340919","Iceland Butcher's Market Peppered Beef Grillsteaks (4 per pack - 400g)","Prepared_Beef","Iceland Butcher's Market Peppered Beef Grillsteaks ","Iceland",2,NA,5,"4 per pack - 400g","Kg",2019-01-21
"NA Iceland World Famous Braised Steak in a Rich Onion Gravy (350g)",0,0,"NA","Iceland World Famous Braised Steak in a Rich Onion Gravy (350g)","Prepared_Beef","Iceland World Famous Braised Steak in a Rich Onion Gravy ","Iceland",2.5,NA,7.14,"350g","Kg",2019-01-21
"NA Iceland The Butchers Market British Beef Ranch Steaks with Peppercorn Sauce (2 per pack - 300g)",0,0,"NA","Iceland The Butchers Market British Beef Ranch Steaks with Peppercorn Sauce (2 per pack - 300g)","Prepared_Beef","Iceland The Butchers Market British Beef Ranch Steaks with Peppercorn Sauce ","Iceland",4,NA,13.3,"2 per pack - 300g","Kg",2019-01-21
"NA Morrisons Market St Pastrami Style Brisket Joint (Approx 725g)",0,0,"NA","Morrisons Market St Pastrami Style Brisket Joint (Approx 725g)","Prepared_Beef","Morrisons Market St Pastrami Style Brisket Joint ","Morrisons",7.25,NA,10,"Approx 725g","Kg",2019-01-21
"NA Morrisons Market St Salt & Pepper Rump Joint (Approx 725g)",0,0,"NA","Morrisons Market St Salt & Pepper Rump Joint (Approx 725g)","Prepared_Beef","Morrisons Market St Salt & Pepper Rump Joint ","Morrisons",9.42,NA,13,"Approx 725g","Kg",2019-01-21
"530579 The Juicy Meat Co. Thin Sirloin Steaks Deep South Style (270g)",0,0,"530579","The Juicy Meat Co. Thin Sirloin Steaks Deep South Style (270g)","Prepared_Beef","The Juicy Meat Co. Thin Sirloin Steaks Deep South Style ","Ocado",5.19,1.23,19.2,"270g","Kg",2019-01-21
"529278 Waitrose Slow Cooked Salt Beef (440g)",0,0,"529278","Waitrose Slow Cooked Salt Beef (440g)","Prepared_Beef","Waitrose Slow Cooked Salt Beef ","Ocado",5,NA,11.4,"440g","Kg",2019-01-21
"478399 TGI Friday's Bourbon BBQ Rack of Pork Ribs (450g)",0,0,"478399","TGI Friday's Bourbon BBQ Rack of Pork Ribs (450g)","Prepared_Beef","TGI Friday's Bourbon BBQ Rack of Pork Ribs ","Ocado",5.5,NA,8.13,"450g","Kg",2019-01-21
"542735 Waitrose Top Rump Joint with Horseradish Butter (530g)",0,0,"542735","Waitrose Top Rump Joint with Horseradish Butter (530g)","Prepared_Beef","Waitrose Top Rump Joint with Horseradish Butter ","Ocado",8.99,NA,17,"530g","Kg",2019-01-21
"432203 Waitrose Easy to Cook Beef Encroute with Blue Cheese (370g)",0,0,"432203","Waitrose Easy to Cook Beef Encroute with Blue Cheese (370g)","Prepared_Beef","Waitrose Easy to Cook Beef Encroute with Blue Cheese ","Ocado",4.19,NA,11.3,"370g","Kg",2019-01-21
"NA Kings of Low & Slow Beef Joint in Gravy (406g)",0,0,"NA","Kings of Low & Slow Beef Joint in Gravy (406g)","Prepared_Beef","Kings of Low & Slow Beef Joint in Gravy ","Ocado",5.5,0.985,13.5,"406g","Kg",2019-01-21
"493753 Waitrose Beef Flat Iron Steak with Peppercorn Butter (2 per pack - 380g)",0,0,"493753","Waitrose Beef Flat Iron Steak with Peppercorn Butter (2 per pack - 380g)","Prepared_Beef","Waitrose Beef Flat Iron Steak with Peppercorn Butter ","Ocado",8,NA,21.1,"2 per pack - 380g","Kg",2019-01-21
"NA Ocado Sirloin Steaks with Garlic Butter (2 per pack - 378g)",0,0,"NA","Ocado Sirloin Steaks with Garlic Butter (2 per pack - 378g)","Prepared_Beef","Ocado Sirloin Steaks with Garlic Butter ","Ocado",7.59,NA,20.1,"2 per pack - 378g","Kg",2019-01-21
"537662 Seven Chinese Hoisin Slow Cooked Beef Lean Cuts (34g)",NA,NA,"537662","Seven Chinese Hoisin Slow Cooked Beef Lean Cuts (34g)","Prepared_Beef","Seven Chinese Hoisin Slow Cooked Beef Lean Cuts ","Ocado",2.29,NA,67.4,"34g","Kg",2019-01-21
"537664 Seven Mexican Fajita Slow Cooked Beef Lean Cuts (34g)",NA,NA,"537664","Seven Mexican Fajita Slow Cooked Beef Lean Cuts (34g)","Prepared_Beef","Seven Mexican Fajita Slow Cooked Beef Lean Cuts ","Ocado",2.29,NA,67.4,"34g","Kg",2019-01-21
"542731 The Juicy Meat Co. 5% Fat Beef Mince with Sofrito (804g)",0,0,"542731","The Juicy Meat Co. 5% Fat Beef Mince with Sofrito (804g)","Prepared_Beef","The Juicy Meat Co. 5% Fat Beef Mince with Sofrito ","Ocado",6.49,NA,5.37,"804g","Kg",2019-01-21
"376662 Gilbert's Kosher Salt Beef Brisket (Approx 1.6Kg)",0,0,"376662","Gilbert's Kosher Salt Beef Brisket (Approx 1.6Kg)","Prepared_Beef","Gilbert's Kosher Salt Beef Brisket ","Ocado",25.52,NA,16,"Approx 1.6Kg","Kg",2019-01-21
"481766 Sainsbury's Just Cook Beef Steaks with Garlic Butter (2 per pack - 330g)",0,0,"481766","Sainsbury's Just Cook Beef Steaks with Garlic Butter (2 per pack - 330g)","Prepared_Beef","Sainsbury's Just Cook Beef Steaks with Garlic Butter ","Sainsburys",4,NA,12.1,"2 per pack - 330g","Kg",2019-01-21
"477791 Sainsbury's Just Cook Beef Steak with Peppercorns (370g)",0,0,"477791","Sainsbury's Just Cook Beef Steak with Peppercorns (370g)","Prepared_Beef","Sainsbury's Just Cook Beef Steak with Peppercorns ","Sainsburys",4,NA,10.8,"370g","Kg",2019-01-21
"525305 Sainsbury's Just Cook Small Beef Topside Joint with Rich Beef Gravy (370g)",0,0,"525305","Sainsbury's Just Cook Small Beef Topside Joint with Rich Beef Gravy (370g)","Prepared_Beef","Sainsbury's Just Cook Small Beef Topside Joint with Rich Beef Gravy ","Sainsburys",5,NA,13.5,"370g","Kg",2019-01-21
"522507 Sainsbury's 21 Day Matured British Beef Rump Steak with Garlic & Herb Butter (245g)",0,0,"522507","Sainsbury's 21 Day Matured British Beef Rump Steak with Garlic & Herb Butter (245g)","Prepared_Beef","Sainsbury's 21 Day Matured British Beef Rump Steak with Garlic & Herb Butter ","Sainsburys",3.5,NA,14.3,"245g","Kg",2019-01-21
"457155 Sainsbury's Boneless Beef Ribs with BBQ Sauce (515g)",0,0,"457155","Sainsbury's Boneless Beef Ribs with BBQ Sauce (515g)","Prepared_Beef","Sainsbury's Boneless Beef Ribs with BBQ Sauce ","Sainsburys",5,NA,9.71,"515g","Kg",2019-01-21
"527058 Sainsbury's 21 Day Matured British Beef Topside Joint with Salt & Pepper Seasoning (375g)",0,0,"527058","Sainsbury's 21 Day Matured British Beef Topside Joint with Salt & Pepper Seasoning (375g)","Prepared_Beef","Sainsbury's 21 Day Matured British Beef Topside Joint with Salt & Pepper Seasoning ","Sainsburys",4,NA,10.7,"375g","Kg",2019-01-21
"457167 Sainsbury's Slow Cook Beef Brisket with BBQ Sauce (438g)",0,0,"457167","Sainsbury's Slow Cook Beef Brisket with BBQ Sauce (438g)","Prepared_Beef","Sainsbury's Slow Cook Beef Brisket with BBQ Sauce ","Sainsburys",5,NA,11.4,"438g","Kg",2019-01-21
"540927 Sainsbury's Slow Cooked British Beef Brisket with Rich Meaty Gravy (470g)",0,0,"540927","Sainsbury's Slow Cooked British Beef Brisket with Rich Meaty Gravy (470g)","Prepared_Beef","Sainsbury's Slow Cooked British Beef Brisket with Rich Meaty Gravy ","Sainsburys",6,NA,12.8,"470g","Kg",2019-01-21
"506353 Tesco Roast Beef Pieces (180g)",0,0,"506353","Tesco Roast Beef Pieces (180g)","Prepared_Beef","Tesco Roast Beef Pieces ","Tesco",3,1.39,16.7,"180g","Kg",2019-01-21
"506349 Tesco Fajita Beef Pieces (180g)",0,0,"506349","Tesco Fajita Beef Pieces (180g)","Prepared_Beef","Tesco Fajita Beef Pieces ","Tesco",3,1.39,16.7,"180g","Kg",2019-01-21
"408737 Tesco Slow Cooked Beef Joint with Gravy (380g)",0,0,"408737","Tesco Slow Cooked Beef Joint with Gravy (380g)","Prepared_Beef","Tesco Slow Cooked Beef Joint with Gravy ","Tesco",3.5,NA,9.21,"380g","Kg",2019-01-21
"461346 Denny Fire & Smoke Beef Burnt Ends (Approx 100g)",0,0,"461346","Denny Fire & Smoke Beef Burnt Ends (Approx 100g)","Prepared_Beef","Denny Fire & Smoke Beef Burnt Ends ","Tesco",1.5,NA,15,"Approx 100g","Kg",2019-01-21
"506354 Tesco Salt & Pepper Pulled Beef (180g)",0,0,"506354","Tesco Salt & Pepper Pulled Beef (180g)","Prepared_Beef","Tesco Salt & Pepper Pulled Beef ","Tesco",3,1.39,16.7,"180g","Kg",2019-01-21
"378146 Tesco Pork Loin Steaks with Garlic Crumb & Garlic Butter (400g)",0,0,"378146","Tesco Pork Loin Steaks with Garlic Crumb & Garlic Butter (400g)","Prepared_Beef","Tesco Pork Loin Steaks with Garlic Crumb & Garlic Butter ","Tesco",3.75,0.75,9.38,"400g","Kg",2019-01-21
"436619 Tesco Finest Ranch Steaks with Garlic & Herb Butter (2 per pack - 306g)",0,0,"436619","Tesco Finest Ranch Steaks with Garlic & Herb Butter (2 per pack - 306g)","Prepared_Beef","Tesco Finest Ranch Steaks with Garlic & Herb Butter ","Tesco",6,NA,19.6,"2 per pack - 306g","Kg",2019-01-21
"349311 Tesco Finest Rump Joint with Cornish Sea Salt & Pepper (500g)",0,0,"349311","Tesco Finest Rump Joint with Cornish Sea Salt & Pepper (500g)","Prepared_Beef","Tesco Finest Rump Joint with Cornish Sea Salt & Pepper ","Tesco",7.35,NA,14.7,"500g","Kg",2019-01-21
"NA Tesco Beef En Croute (2 per pack - 340g)",0,0,"NA","Tesco Beef En Croute (2 per pack - 340g)","Prepared_Beef","Tesco Beef En Croute ","Tesco",5,NA,14.7,"2 per pack - 340g","Kg",2019-01-21
"024278 ASDA Grower's Selection Raspberries (150g)",0,0,"024278","ASDA Grower's Selection Raspberries (150g)","Raspberries","ASDA Grower's Selection Raspberries ","ASDA",1.89,NA,12.6,"150g","Kg",2019-01-21
"376676 Iceland Farmer's Market Raspberries (150g)",0,0,"376676","Iceland Farmer's Market Raspberries (150g)","Raspberries","Iceland Farmer's Market Raspberries ","Iceland",2,NA,13.33,"150g","Kg",2019-01-21
"467112 Premium Raspberries (125g)",0,0,"467112","Premium Raspberries (125g)","Raspberries","Premium Raspberries ","Lidl",1.99,NA,15.92,"125g","Kg",2019-01-21
"185439 Morrisons Raspberries (150g)",0,0,"185439","Morrisons Raspberries (150g)","Raspberries","Morrisons Raspberries ","Morrisons",2,NA,13.33,"150g","Kg",2019-01-21
"NA Morrisons The Best Raspberries (150g)",NA,NA,"NA","Morrisons The Best Raspberries (150g)","Raspberries","Morrisons The Best Raspberries ","Morrisons",2.5,NA,16.67,"150g","Kg",2019-01-21
"NA Ocado Raspberries (150g)",0,0,"NA","Ocado Raspberries (150g)","Raspberries","Ocado Raspberries ","Ocado",1.99,NA,13.27,"150g","Kg",2019-01-21
"524731 Waitrose Raspberries (225g)",0,0,"524731","Waitrose Raspberries (225g)","Raspberries","Waitrose Raspberries ","Ocado",3.5,NA,15.56,"225g","Kg",2019-01-21
"524732 Waitrose Raspberries (150g)",0,0,"524732","Waitrose Raspberries (150g)","Raspberries","Waitrose Raspberries ","Ocado",2.5,NA,16.67,"150g","Kg",2019-01-21
"NA BerryWorld Raspberries (150g)",0,0,"NA","BerryWorld Raspberries (150g)","Raspberries","BerryWorld Raspberries ","Ocado",3,16.67,20,"150g","Kg",2019-01-21
