"UID","Price_Change","Percent_Change","Product_ID","Full_Name","Category","Item","Retailer","Shelf_Price","Offer_Price_per_unit","Price_per_unit","Size","Unit","Date"
"173338 Morrisons Greek Style Yogurt (500g)",NA,NA,"173338","Morrisons Greek Style Yogurt (500g)","Plain_Yogurt","Morrisons Greek Style Yogurt ","Morrisons",1,NA,2,"500g","Kg",2019-01-18
"233331 Morrisons Savers Low Fat Natural Yogurt (500g)",NA,NA,"233331","Morrisons Savers Low Fat Natural Yogurt (500g)","Plain_Yogurt","Morrisons Savers Low Fat Natural Yogurt ","Morrisons",0.45,NA,0.9,"500g","Kg",2019-01-18
"185655 Morrisons Natural Yogurt (500g)",NA,NA,"185655","Morrisons Natural Yogurt (500g)","Plain_Yogurt","Morrisons Natural Yogurt ","Morrisons",1,NA,2,"500g","Kg",2019-01-18
"184292 Morrisons Greek Style Yogurt (200g)",NA,NA,"184292","Morrisons Greek Style Yogurt (200g)","Plain_Yogurt","Morrisons Greek Style Yogurt ","Morrisons",0.6,NA,3,"200g","Kg",2019-01-18
"NA Morrisons Greek Style Yogurt (1Kg)",NA,NA,"NA","Morrisons Greek Style Yogurt (1Kg)","Plain_Yogurt","Morrisons Greek Style Yogurt ","Morrisons",1.65,NA,1.65,"1Kg","Kg",2019-01-18
"173335 Morrisons Eat Smart Natural Yogurt (500g)",NA,NA,"173335","Morrisons Eat Smart Natural Yogurt (500g)","Plain_Yogurt","Morrisons Eat Smart Natural Yogurt ","Morrisons",1,NA,2,"500g","Kg",2019-01-18
"313592 Morrisons Low Fat Greek Style Yogurt (500g)",NA,NA,"313592","Morrisons Low Fat Greek Style Yogurt (500g)","Plain_Yogurt","Morrisons Low Fat Greek Style Yogurt ","Morrisons",1,NA,2,"500g","Kg",2019-01-18
"057962 Longley Farm Natural Yogurt (150g)",NA,NA,"057962","Longley Farm Natural Yogurt (150g)","Plain_Yogurt","Longley Farm Natural Yogurt ","Morrisons",0.4,NA,2.67,"150g","Kg",2019-01-18
"313637 Morrisons Eat Smart Fat Free Greek Style Yogurt (500g)",NA,NA,"313637","Morrisons Eat Smart Fat Free Greek Style Yogurt (500g)","Plain_Yogurt","Morrisons Eat Smart Fat Free Greek Style Yogurt ","Morrisons",1,NA,2,"500g","Kg",2019-01-18
"313638 Morrisons Eat Smart Fat Free Natural Yogurt (150g)",NA,NA,"313638","Morrisons Eat Smart Fat Free Natural Yogurt (150g)","Plain_Yogurt","Morrisons Eat Smart Fat Free Natural Yogurt ","Morrisons",0.47,NA,3.13,"150g","Kg",2019-01-18
"541298 The Collective Dairy Kefir Cultured Yoghurt - Natural (450g)",NA,NA,"541298","The Collective Dairy Kefir Cultured Yoghurt - Natural (450g)","Plain_Yogurt","The Collective Dairy Kefir Cultured Yoghurt - Natural ","Morrisons",2.5,NA,3.33,"450g","Kg",2019-01-18
"334620 The Coconut Collaborative Coconut Milk Dairy Free Yogurt - Natural (120g)",NA,NA,"334620","The Coconut Collaborative Coconut Milk Dairy Free Yogurt - Natural (120g)","Plain_Yogurt","The Coconut Collaborative Coconut Milk Dairy Free Yogurt - Natural ","Morrisons",1.5,NA,12.5,"120g","Kg",2019-01-18
"325912 Desi Whole Milk Set Yogurt (1Kg)",NA,NA,"325912","Desi Whole Milk Set Yogurt (1Kg)","Plain_Yogurt","Desi Whole Milk Set Yogurt ","Morrisons",1.35,NA,1.35,"1Kg","Kg",2019-01-18
"423854 Rumi Halal Turkish Yogurt 3.5% (1Kg)",NA,NA,"423854","Rumi Halal Turkish Yogurt 3.5% (1Kg)","Plain_Yogurt","Rumi Halal Turkish Yogurt 3.5% ","Morrisons",1.6,NA,1.6,"1Kg","Kg",2019-01-18
"178140 Morrisons Low Fat Natural Yogurt (500g)",NA,NA,"178140","Morrisons Low Fat Natural Yogurt (500g)","Plain_Yogurt","Morrisons Low Fat Natural Yogurt ","Morrisons",1,NA,2,"500g","Kg",2019-01-18
"541604 Longley Farm Bio Natural Yogurt (450g)",NA,NA,"541604","Longley Farm Bio Natural Yogurt (450g)","Plain_Yogurt","Longley Farm Bio Natural Yogurt ","Morrisons",1,NA,2.22,"450g","Kg",2019-01-18
"313599 Morrisons Low Fat Natural Yogurt (150g)",NA,NA,"313599","Morrisons Low Fat Natural Yogurt (150g)","Plain_Yogurt","Morrisons Low Fat Natural Yogurt ","Morrisons",0.47,NA,3.13,"150g","Kg",2019-01-18
"286546 Stapleton Greek Recipe Natural Yogurt (400g)",NA,NA,"286546","Stapleton Greek Recipe Natural Yogurt (400g)","Plain_Yogurt","Stapleton Greek Recipe Natural Yogurt ","Morrisons",1.3,NA,3.25,"400g","Kg",2019-01-18
"128354 Essential Waitrose Natural Greek Style Yogurt (500g)",NA,NA,"128354","Essential Waitrose Natural Greek Style Yogurt (500g)","Plain_Yogurt","Essential Waitrose Natural Greek Style Yogurt ","Ocado",1.05,NA,2.1,"500g","Kg",2019-01-18
"128042 Essential Waitrose Fat Free Natural Yogurt (500g)",NA,NA,"128042","Essential Waitrose Fat Free Natural Yogurt (500g)","Plain_Yogurt","Essential Waitrose Fat Free Natural Yogurt ","Ocado",0.95,NA,1.9,"500g","Kg",2019-01-18
"209672 Essential Waitrose Low Fat Natural Yogurt (1Kg)",NA,NA,"209672","Essential Waitrose Low Fat Natural Yogurt (1Kg)","Plain_Yogurt","Essential Waitrose Low Fat Natural Yogurt ","Ocado",1.78,NA,1.78,"1Kg","Kg",2019-01-18
"002969 Essential Waitrose Low Fat Natural Yogurt (500g)",NA,NA,"002969","Essential Waitrose Low Fat Natural Yogurt (500g)","Plain_Yogurt","Essential Waitrose Low Fat Natural Yogurt ","Ocado",0.95,NA,1.9,"500g","Kg",2019-01-18
"002848 Activia Natural Yogurt (4x125g)",NA,NA,"002848","Activia Natural Yogurt (4x125g)","Plain_Yogurt","Activia Natural Yogurt ","Ocado",1.69,NA,3.38,"4x125g","Kg",2019-01-18
"294714 Waitrose 1 Natural Greek Strained Yogurt (500g)",NA,NA,"294714","Waitrose 1 Natural Greek Strained Yogurt (500g)","Plain_Yogurt","Waitrose 1 Natural Greek Strained Yogurt ","Ocado",1.89,NA,3.78,"500g","Kg",2019-01-18
"319967 Yeo Valley Organic Greek Style Natural Yogurt (150g)",NA,NA,"319967","Yeo Valley Organic Greek Style Natural Yogurt (150g)","Plain_Yogurt","Yeo Valley Organic Greek Style Natural Yogurt ","Ocado",0.65,NA,4.33,"150g","Kg",2019-01-18
"089083 Fage Total 2% Authentic Greek Yoghurt (500g)",NA,NA,"089083","Fage Total 2% Authentic Greek Yoghurt (500g)","Plain_Yogurt","Fage Total 2% Authentic Greek Yoghurt ","Ocado",2.75,NA,5.5,"500g","Kg",2019-01-18
"380814 Essential Waitrose Fat Free Greek Style Natural Yogurt (500g)",NA,NA,"380814","Essential Waitrose Fat Free Greek Style Natural Yogurt (500g)","Plain_Yogurt","Essential Waitrose Fat Free Greek Style Natural Yogurt ","Ocado",1.05,NA,2.1,"500g","Kg",2019-01-18
"209671 Essential Waitrose Low Fat Natural Greek Style Yogurt (500g)",NA,NA,"209671","Essential Waitrose Low Fat Natural Greek Style Yogurt (500g)","Plain_Yogurt","Essential Waitrose Low Fat Natural Greek Style Yogurt ","Ocado",1.05,NA,2.1,"500g","Kg",2019-01-18
"276566 Waitrose Duchy Organic Natural Yogurt (500g)",NA,NA,"276566","Waitrose Duchy Organic Natural Yogurt (500g)","Plain_Yogurt","Waitrose Duchy Organic Natural Yogurt ","Ocado",1.57,NA,3.14,"500g","Kg",2019-01-18
"333671 The Collective Dairy Straight Up Unsweetened Yoghurt (450g)",NA,NA,"333671","The Collective Dairy Straight Up Unsweetened Yoghurt (450g)","Plain_Yogurt","The Collective Dairy Straight Up Unsweetened Yoghurt ","Ocado",2,0.389,4.44,"450g","Kg",2019-01-18
"482322 Sainsbury's Greek Style Natural Yogurt (1Kg)",NA,NA,"482322","Sainsbury's Greek Style Natural Yogurt (1Kg)","Plain_Yogurt","Sainsbury's Greek Style Natural Yogurt ","Sainsburys",1.9,NA,1.9,"1Kg","Kg",2019-01-18
"321240 Sainsbury's Natural Yogurt (500g)",NA,NA,"321240","Sainsbury's Natural Yogurt (500g)","Plain_Yogurt","Sainsbury's Natural Yogurt ","Sainsburys",0.95,NA,1.9,"500g","Kg",2019-01-18
"002908 Onken Natural Set Biopot Yogurt (500g)",NA,NA,"002908","Onken Natural Set Biopot Yogurt (500g)","Plain_Yogurt","Onken Natural Set Biopot Yogurt ","Sainsburys",1,NA,2,"500g","Kg",2019-01-18
"069186 Sainsbury's Basics Low Fat Natural Yogurt (500g)",NA,NA,"069186","Sainsbury's Basics Low Fat Natural Yogurt (500g)","Plain_Yogurt","Sainsbury's Basics Low Fat Natural Yogurt ","Sainsburys",0.7,NA,1.4,"500g","Kg",2019-01-18
"132811 Sainsbury's Low Fat Natural Yogurt (1Kg)",NA,NA,"132811","Sainsbury's Low Fat Natural Yogurt (1Kg)","Plain_Yogurt","Sainsbury's Low Fat Natural Yogurt ","Sainsburys",1.7,NA,1.7,"1Kg","Kg",2019-01-18
"092874 Sainsbury's Fat Free Natural Yogurt (500g)",NA,NA,"092874","Sainsbury's Fat Free Natural Yogurt (500g)","Plain_Yogurt","Sainsbury's Fat Free Natural Yogurt ","Sainsburys",0.95,NA,1.9,"500g","Kg",2019-01-18
"002895 Sainsbury's Low Fat Natural Yogurt (500g)",NA,NA,"002895","Sainsbury's Low Fat Natural Yogurt (500g)","Plain_Yogurt","Sainsbury's Low Fat Natural Yogurt ","Sainsburys",0.95,NA,1.9,"500g","Kg",2019-01-18
"273583 Sainsbury's Greek Style Natural Yogurt (200g)",NA,NA,"273583","Sainsbury's Greek Style Natural Yogurt (200g)","Plain_Yogurt","Sainsbury's Greek Style Natural Yogurt ","Sainsburys",0.6,NA,3,"200g","Kg",2019-01-18
"525016 Sainsbury's Fat Free Greek Style Natural Yogurt (1Kg)",NA,NA,"525016","Sainsbury's Fat Free Greek Style Natural Yogurt (1Kg)","Plain_Yogurt","Sainsbury's Fat Free Greek Style Natural Yogurt ","Sainsburys",1.7,NA,1.7,"1Kg","Kg",2019-01-18
"321238 Sainsbury's Fat Free Greek Style Natural Yogurt (500g)",NA,NA,"321238","Sainsbury's Fat Free Greek Style Natural Yogurt (500g)","Plain_Yogurt","Sainsbury's Fat Free Greek Style Natural Yogurt ","Sainsburys",1,NA,2,"500g","Kg",2019-01-18
"332848 Pakeeza Live Set Natural Yogurt (900g)",NA,NA,"332848","Pakeeza Live Set Natural Yogurt (900g)","Plain_Yogurt","Pakeeza Live Set Natural Yogurt ","Sainsburys",1.4,NA,1.56,"900g","Kg",2019-01-18
"482318 Sainsbury's Fat Free Greek Style Natural Yogurt (200g)",NA,NA,"482318","Sainsbury's Fat Free Greek Style Natural Yogurt (200g)","Plain_Yogurt","Sainsbury's Fat Free Greek Style Natural Yogurt ","Sainsburys",0.6,NA,3,"200g","Kg",2019-01-18
"002913 Sainsbury's Organic 2% Fat Natural Yogurt (500g)",NA,NA,"002913","Sainsbury's Organic 2% Fat Natural Yogurt (500g)","Plain_Yogurt","Sainsbury's Organic 2% Fat Natural Yogurt ","Sainsburys",1.5,NA,3,"500g","Kg",2019-01-18
"002808 Sainsbury's Be Good to Yourself 3% Fat Greek Style Natural Yogurt (500g)",NA,NA,"002808","Sainsbury's Be Good to Yourself 3% Fat Greek Style Natural Yogurt (500g)","Plain_Yogurt","Sainsbury's Be Good to Yourself 3% Fat Greek Style Natural Yogurt ","Sainsburys",1,NA,2,"500g","Kg",2019-01-18
"002222 Tesco Natural Greek Style Yogurt (500g)",NA,NA,"002222","Tesco Natural Greek Style Yogurt (500g)","Plain_Yogurt","Tesco Natural Greek Style Yogurt ","Tesco",0.85,NA,1.7,"500g","Kg",2019-01-18
"256061 Tesco Fat Free Greek Yogurt (500g)",NA,NA,"256061","Tesco Fat Free Greek Yogurt (500g)","Plain_Yogurt","Tesco Fat Free Greek Yogurt ","Tesco",0.85,NA,1.7,"500g","Kg",2019-01-18
"486110 Tesco Greek Style Natural Yoghurt (1Kg)",NA,NA,"486110","Tesco Greek Style Natural Yoghurt (1Kg)","Plain_Yogurt","Tesco Greek Style Natural Yoghurt ","Tesco",1.55,NA,1.55,"1Kg","Kg",2019-01-18
"002227 Tesco Low Fat Natural Yogurt (500g)",NA,NA,"002227","Tesco Low Fat Natural Yogurt (500g)","Plain_Yogurt","Tesco Low Fat Natural Yogurt ","Tesco",0.85,NA,1.7,"500g","Kg",2019-01-18
"541721 Tesco Natural Yogurt (500g)",NA,NA,"541721","Tesco Natural Yogurt (500g)","Plain_Yogurt","Tesco Natural Yogurt ","Tesco",0.85,NA,1.7,"500g","Kg",2019-01-18
"191607 Tesco Finest Greek Yogurt (500g)",NA,NA,"191607","Tesco Finest Greek Yogurt (500g)","Plain_Yogurt","Tesco Finest Greek Yogurt ","Tesco",1.75,NA,3.5,"500g","Kg",2019-01-18
"541505 Tesco Creamfields Low Fat Natural Yogurt (500g)",NA,NA,"541505","Tesco Creamfields Low Fat Natural Yogurt (500g)","Plain_Yogurt","Tesco Creamfields Low Fat Natural Yogurt ","Tesco",0.45,NA,0.9,"500g","Kg",2019-01-18
"002233 Tesco Low Fat Greek Style Natural Yogurt (500g)",NA,NA,"002233","Tesco Low Fat Greek Style Natural Yogurt (500g)","Plain_Yogurt","Tesco Low Fat Greek Style Natural Yogurt ","Tesco",0.85,NA,1.7,"500g","Kg",2019-01-18
"154732 Tesco Healthy Living Natural Bio Yogurt (500g)",NA,NA,"154732","Tesco Healthy Living Natural Bio Yogurt (500g)","Plain_Yogurt","Tesco Healthy Living Natural Bio Yogurt ","Tesco",0.85,NA,1.7,"500g","Kg",2019-01-18
"002232 Tesco Natural Greek Style Yogurt (200g)",NA,NA,"002232","Tesco Natural Greek Style Yogurt (200g)","Plain_Yogurt","Tesco Natural Greek Style Yogurt ","Tesco",0.5,NA,2.5,"200g","Kg",2019-01-18
"126460 Tesco 0% Fat Greek Natural Yogurt (200g)",NA,NA,"126460","Tesco 0% Fat Greek Natural Yogurt (200g)","Plain_Yogurt","Tesco 0% Fat Greek Natural Yogurt ","Tesco",0.5,NA,2.5,"200g","Kg",2019-01-18
"NA Tesco 0% Fat Natural Yogurt (200g)",NA,NA,"NA","Tesco 0% Fat Natural Yogurt (200g)","Plain_Yogurt","Tesco 0% Fat Natural Yogurt ","Tesco",0.5,NA,2.5,"200g","Kg",2019-01-18
"333667 Tesco Greek Style Natural Yogurt (4x100g)",NA,NA,"333667","Tesco Greek Style Natural Yogurt (4x100g)","Plain_Yogurt","Tesco Greek Style Natural Yogurt ","Tesco",1,NA,2.5,"4x100g","Kg",2019-01-18
"379623 Tesco 0% Fat Greek Style Yogurt (4x100g)",NA,NA,"379623","Tesco 0% Fat Greek Style Yogurt (4x100g)","Plain_Yogurt","Tesco 0% Fat Greek Style Yogurt ","Tesco",1,NA,2.5,"4x100g","Kg",2019-01-18
"267071 Tesco Finest 0% Fat Greek Yogurt (500g)",NA,NA,"267071","Tesco Finest 0% Fat Greek Yogurt (500g)","Plain_Yogurt","Tesco Finest 0% Fat Greek Yogurt ","Tesco",1.75,NA,3.5,"500g","Kg",2019-01-18
"518226 Benecol Greek Style Plain Yogurt (450g)",NA,NA,"518226","Benecol Greek Style Plain Yogurt (450g)","Plain_Yogurt","Benecol Greek Style Plain Yogurt ","Tesco",2,NA,4.44,"450g","Kg",2019-01-18
"541582 Tesco 0% Fat Natural Yogurt (4x100g)",NA,NA,"541582","Tesco 0% Fat Natural Yogurt (4x100g)","Plain_Yogurt","Tesco 0% Fat Natural Yogurt ","Tesco",1,NA,2.5,"4x100g","Kg",2019-01-18
"435353 Tesco High Protein Natural Yoghurt (450g)",NA,NA,"435353","Tesco High Protein Natural Yoghurt (450g)","Plain_Yogurt","Tesco High Protein Natural Yoghurt ","Tesco",1.25,NA,2.78,"450g","Kg",2019-01-18
"479729 ASDA Farm Stores Plums (400g)",NA,NA,"479729","ASDA Farm Stores Plums (400g)","Plums","ASDA Farm Stores Plums ","ASDA",0.95,NA,2.38,"400g","Kg",2019-01-18
"442210 ASDA Grower's Selection Plums (750g)",NA,NA,"442210","ASDA Grower's Selection Plums (750g)","Plums","ASDA Grower's Selection Plums ","ASDA",1.65,NA,2.2,"750g","Kg",2019-01-18
"470471 ASDA Grower's Selection Plums Ready to Eat (400g)",NA,NA,"470471","ASDA Grower's Selection Plums Ready to Eat (400g)","Plums","ASDA Grower's Selection Plums Ready to Eat ","ASDA",2.5,NA,4.38,"400g","Kg",2019-01-18
"419498 Iceland Farmer's Market Plums (750g)",NA,NA,"419498","Iceland Farmer's Market Plums (750g)","Plums","Iceland Farmer's Market Plums ","Iceland",1.5,NA,2,"750g","Kg",2019-01-18
"NA Plums (400g)",NA,NA,"NA","Plums (400g)","Plums","Plums ","Lidl",0.79,NA,1.98,"400g","Kg",2019-01-18
"381328 Morrisons Ready to Eat Plums (6)",NA,NA,"381328","Morrisons Ready to Eat Plums (6)","Plums","Morrisons Ready to Eat Plums ","Morrisons",2.5,NA,0.417,"6","Each",2019-01-18
"290385 Morrisons Ripen at Home Plums (400g)",NA,NA,"290385","Morrisons Ripen at Home Plums (400g)","Plums","Morrisons Ripen at Home Plums ","Morrisons",1,NA,2.5,"400g","Kg",2019-01-18
"213793 Essential Waitrose Home Ripening Plums (750g)",NA,NA,"213793","Essential Waitrose Home Ripening Plums (750g)","Plums","Essential Waitrose Home Ripening Plums ","Ocado",1.8,NA,2.4,"750g","Kg",2019-01-18
"268843 Ocado Ripen at Home Plums (400g)",NA,NA,"268843","Ocado Ripen at Home Plums (400g)","Plums","Ocado Ripen at Home Plums ","Ocado",0.99,NA,2.48,"400g","Kg",2019-01-18
"432210 Waitrose Plums (4)",NA,NA,"432210","Waitrose Plums (4)","Plums","Waitrose Plums ","Ocado",2,NA,0.5,"4","Each",2019-01-18
"437443 Orchard World Ripe & Ready to Eat Plums (4)",NA,NA,"437443","Orchard World Ripe & Ready to Eat Plums (4)","Plums","Orchard World Ripe & Ready to Eat Plums ","Ocado",3.99,NA,0.998,"4","Each",2019-01-18
"435841 Sainsbury's Plums (1Kg)",NA,NA,"435841","Sainsbury's Plums (1Kg)","Plums","Sainsbury's Plums ","Sainsburys",2.25,NA,2.25,"1Kg","Kg",2019-01-18
"042583 Sainsbury's Home Ripening Plums (400g)",NA,NA,"042583","Sainsbury's Home Ripening Plums (400g)","Plums","Sainsbury's Home Ripening Plums ","Sainsburys",1,NA,2.5,"400g","Kg",2019-01-18
"094597 Sainsbury's Ripe & Ready Plums (5)",NA,NA,"094597","Sainsbury's Ripe & Ready Plums (5)","Plums","Sainsbury's Ripe & Ready Plums ","Sainsburys",2,NA,0.4,"5","Each",2019-01-18
"428034 Tesco Suntrail Farms Ripen at Home Plums (400g)",NA,NA,"428034","Tesco Suntrail Farms Ripen at Home Plums (400g)","Plums","Tesco Suntrail Farms Ripen at Home Plums ","Tesco",0.79,NA,1.98,"400g","Kg",2019-01-18
"327630 Tesco Supersweet Plums (325g)",NA,NA,"327630","Tesco Supersweet Plums (325g)","Plums","Tesco Supersweet Plums ","Tesco",3,NA,9.23,"325g","Kg",2019-01-18
"312093 Tesco Yellow Plums (300g)",NA,NA,"312093","Tesco Yellow Plums (300g)","Plums","Tesco Yellow Plums ","Tesco",2,NA,6.67,"300g","Kg",2019-01-18
"085638 ASDA Beef Joint with Onion Gravy (500g)",NA,NA,"085638","ASDA Beef Joint with Onion Gravy (500g)","Prepared_Beef","ASDA Beef Joint with Onion Gravy ","ASDA",4,0.7,8,"500g","Kg",2019-01-18
"291877 ASDA Bourbon Beef Brisket (400g)",NA,NA,"291877","ASDA Bourbon Beef Brisket (400g)","Prepared_Beef","ASDA Bourbon Beef Brisket ","ASDA",4,NA,10,"400g","Kg",2019-01-18
"539260 ASDA Slow Cooked Beef Brisket in Stout Gravy (300g)",NA,NA,"539260","ASDA Slow Cooked Beef Brisket in Stout Gravy (300g)","Prepared_Beef","ASDA Slow Cooked Beef Brisket in Stout Gravy ","ASDA",3.25,1,10.8,"300g","Kg",2019-01-18
"497446 ASDA Oak Smoked Boneless Beef Ribs with Bourbon Sauce (370g)",NA,NA,"497446","ASDA Oak Smoked Boneless Beef Ribs with Bourbon Sauce (370g)","Prepared_Beef","ASDA Oak Smoked Boneless Beef Ribs with Bourbon Sauce ","ASDA",4,NA,10.8,"370g","Kg",2019-01-18
"381979 ASDA Ready to Eat Texas BBQ Steak Slices (150g)",NA,NA,"381979","ASDA Ready to Eat Texas BBQ Steak Slices (150g)","Prepared_Beef","ASDA Ready to Eat Texas BBQ Steak Slices ","ASDA",2.5,NA,13.3,"150g","Kg",2019-01-18
"513172 ASDA Butcher's Selection British Beef Roasting Joint with Salt & Pepper Rub by Weight (Approx 520g)",NA,NA,"513172","ASDA Butcher's Selection British Beef Roasting Joint with Salt & Pepper Rub by Weight (Approx 520g)","Prepared_Beef","ASDA Butcher's Selection British Beef Roasting Joint with Salt & Pepper Rub by Weight ","ASDA",5.91,NA,11.4,"Approx 520g","Kg",2019-01-18
"476107 ASDA Oak Smoked Beef Burnt Ends with Bourbon Sauce (330g)",NA,NA,"476107","ASDA Oak Smoked Beef Burnt Ends with Bourbon Sauce (330g)","Prepared_Beef","ASDA Oak Smoked Beef Burnt Ends with Bourbon Sauce ","ASDA",4,NA,12.1,"330g","Kg",2019-01-18
"522554 ASDA Low & Slow Oak Smoked Beef Brisket with BBQ Sauce (500g)",NA,NA,"522554","ASDA Low & Slow Oak Smoked Beef Brisket with BBQ Sauce (500g)","Prepared_Beef","ASDA Low & Slow Oak Smoked Beef Brisket with BBQ Sauce ","ASDA",4.5,NA,9,"500g","Kg",2019-01-18
"340919 Iceland Butcher's Market Peppered Beef Grillsteaks (4 per pack - 400g)",NA,NA,"340919","Iceland Butcher's Market Peppered Beef Grillsteaks (4 per pack - 400g)","Prepared_Beef","Iceland Butcher's Market Peppered Beef Grillsteaks ","Iceland",2,NA,5,"4 per pack - 400g","Kg",2019-01-18
"NA Iceland World Famous Braised Steak in a Rich Onion Gravy (350g)",NA,NA,"NA","Iceland World Famous Braised Steak in a Rich Onion Gravy (350g)","Prepared_Beef","Iceland World Famous Braised Steak in a Rich Onion Gravy ","Iceland",2.5,NA,7.14,"350g","Kg",2019-01-18
"NA Iceland The Butchers Market British Beef Ranch Steaks with Peppercorn Sauce (2 per pack - 300g)",NA,NA,"NA","Iceland The Butchers Market British Beef Ranch Steaks with Peppercorn Sauce (2 per pack - 300g)","Prepared_Beef","Iceland The Butchers Market British Beef Ranch Steaks with Peppercorn Sauce ","Iceland",4,NA,13.3,"2 per pack - 300g","Kg",2019-01-18
"NA Morrisons Market St Pastrami Style Brisket Joint (Approx 725g)",NA,NA,"NA","Morrisons Market St Pastrami Style Brisket Joint (Approx 725g)","Prepared_Beef","Morrisons Market St Pastrami Style Brisket Joint ","Morrisons",7.25,NA,10,"Approx 725g","Kg",2019-01-18
"NA Morrisons Market St Salt & Pepper Rump Joint (Approx 725g)",NA,NA,"NA","Morrisons Market St Salt & Pepper Rump Joint (Approx 725g)","Prepared_Beef","Morrisons Market St Salt & Pepper Rump Joint ","Morrisons",9.42,NA,13,"Approx 725g","Kg",2019-01-18
"530579 The Juicy Meat Co. Thin Sirloin Steaks Deep South Style (270g)",NA,NA,"530579","The Juicy Meat Co. Thin Sirloin Steaks Deep South Style (270g)","Prepared_Beef","The Juicy Meat Co. Thin Sirloin Steaks Deep South Style ","Ocado",5.19,1.23,19.2,"270g","Kg",2019-01-18
"529278 Waitrose Slow Cooked Salt Beef (440g)",NA,NA,"529278","Waitrose Slow Cooked Salt Beef (440g)","Prepared_Beef","Waitrose Slow Cooked Salt Beef ","Ocado",5,NA,11.4,"440g","Kg",2019-01-18
"432203 Waitrose Easy to Cook Beef Encroute with Blue Cheese (370g)",NA,NA,"432203","Waitrose Easy to Cook Beef Encroute with Blue Cheese (370g)","Prepared_Beef","Waitrose Easy to Cook Beef Encroute with Blue Cheese ","Ocado",4.19,NA,11.3,"370g","Kg",2019-01-18
"478399 TGI Friday's Bourbon BBQ Rack of Pork Ribs (450g)",NA,NA,"478399","TGI Friday's Bourbon BBQ Rack of Pork Ribs (450g)","Prepared_Beef","TGI Friday's Bourbon BBQ Rack of Pork Ribs ","Ocado",5.5,NA,8.13,"450g","Kg",2019-01-18
"542735 Waitrose Top Rump Joint with Horseradish Butter (530g)",NA,NA,"542735","Waitrose Top Rump Joint with Horseradish Butter (530g)","Prepared_Beef","Waitrose Top Rump Joint with Horseradish Butter ","Ocado",8.99,NA,17,"530g","Kg",2019-01-18
"NA Kings of Low & Slow Beef Joint in Gravy (406g)",NA,NA,"NA","Kings of Low & Slow Beef Joint in Gravy (406g)","Prepared_Beef","Kings of Low & Slow Beef Joint in Gravy ","Ocado",5.5,0.985,13.5,"406g","Kg",2019-01-18
"493753 Waitrose Beef Flat Iron Steak with Peppercorn Butter (2 per pack - 380g)",NA,NA,"493753","Waitrose Beef Flat Iron Steak with Peppercorn Butter (2 per pack - 380g)","Prepared_Beef","Waitrose Beef Flat Iron Steak with Peppercorn Butter ","Ocado",8,NA,21.1,"2 per pack - 380g","Kg",2019-01-18
"NA Ocado Sirloin Steaks with Garlic Butter (2 per pack - 378g)",NA,NA,"NA","Ocado Sirloin Steaks with Garlic Butter (2 per pack - 378g)","Prepared_Beef","Ocado Sirloin Steaks with Garlic Butter ","Ocado",7.59,NA,20.1,"2 per pack - 378g","Kg",2019-01-18
"537662 Seven Chinese Hoisin Slow Cooked Beef Lean Cuts (35g)",NA,NA,"537662","Seven Chinese Hoisin Slow Cooked Beef Lean Cuts (35g)","Prepared_Beef","Seven Chinese Hoisin Slow Cooked Beef Lean Cuts ","Ocado",2.29,NA,65.4,"35g","Kg",2019-01-18
"537664 Seven Mexican Fajita Slow Cooked Beef Lean Cuts (35g)",NA,NA,"537664","Seven Mexican Fajita Slow Cooked Beef Lean Cuts (35g)","Prepared_Beef","Seven Mexican Fajita Slow Cooked Beef Lean Cuts ","Ocado",2.29,NA,65.4,"35g","Kg",2019-01-18
"542731 The Juicy Meat Co. 5% Fat Beef Mince with Sofrito (804g)",NA,NA,"542731","The Juicy Meat Co. 5% Fat Beef Mince with Sofrito (804g)","Prepared_Beef","The Juicy Meat Co. 5% Fat Beef Mince with Sofrito ","Ocado",6.49,NA,5.37,"804g","Kg",2019-01-18
"376662 Gilbert's Kosher Salt Beef Brisket (Approx 1.6Kg)",NA,NA,"376662","Gilbert's Kosher Salt Beef Brisket (Approx 1.6Kg)","Prepared_Beef","Gilbert's Kosher Salt Beef Brisket ","Ocado",25.52,NA,16,"Approx 1.6Kg","Kg",2019-01-18
"481766 Sainsbury's Just Cook Beef Steaks with Garlic Butter (2 per pack - 330g)",NA,NA,"481766","Sainsbury's Just Cook Beef Steaks with Garlic Butter (2 per pack - 330g)","Prepared_Beef","Sainsbury's Just Cook Beef Steaks with Garlic Butter ","Sainsburys",4,NA,12.1,"2 per pack - 330g","Kg",2019-01-18
"477791 Sainsbury's Just Cook Beef Steak with Peppercorns (370g)",NA,NA,"477791","Sainsbury's Just Cook Beef Steak with Peppercorns (370g)","Prepared_Beef","Sainsbury's Just Cook Beef Steak with Peppercorns ","Sainsburys",4,NA,10.8,"370g","Kg",2019-01-18
"525305 Sainsbury's Just Cook Small Beef Topside Joint with Rich Beef Gravy (370g)",NA,NA,"525305","Sainsbury's Just Cook Small Beef Topside Joint with Rich Beef Gravy (370g)","Prepared_Beef","Sainsbury's Just Cook Small Beef Topside Joint with Rich Beef Gravy ","Sainsburys",5,NA,13.5,"370g","Kg",2019-01-18
